epoch	loss	acc	val_loss	val_acc
0	1.5911478553394045	0.33049535751342773	1.3872097169651705	0.301857590675354
1	1.4170831541527904	0.38467493653297424	1.335032394057826	0.38080495595932007
2	1.3707291836339992	0.3989938199520111	1.3210361926548253	0.38854488730430603
3	1.3757358531095665	0.4013157784938812	1.316824334324698	0.38854488730430603
4	1.3573315627065605	0.40247678756713867	1.3146879326079284	0.4071207344532013
5	1.3471450495646096	0.41292569041252136	1.297220748644495	0.4179566502571106
6	1.3618530773156936	0.400928795337677	1.314839098475666	0.41486069560050964
7	1.3531264996750068	0.4117647111415863	1.3382243844377737	0.3668730556964874
8	1.3633762922818446	0.40789473056793213	1.309558774295606	0.39938080310821533
9	1.3530761435305	0.4047987759113312	1.3091714610994416	0.41021671891212463
10	1.3468898601207202	0.41718265414237976	1.3074903897825778	0.41486069560050964
11	1.341443372215649	0.4160216748714447	1.3022913205734348	0.4117647111415863
12	1.339540632147538	0.41292569041252136	1.308330076397757	0.42569658160209656
13	1.3411009496210529	0.4202786386013031	1.305880493792956	0.4241486191749573
14	1.3451917691865574	0.41253870725631714	1.3068863138694882	0.400928795337677
15	1.3411431788660055	0.4140866994857788	1.3096134725369906	0.4226006269454956
16	1.3443852150034241	0.4121516942977905	1.3095471626464796	0.3900928795337677
17	1.3416349234595757	0.40673375129699707	1.3070980945238757	0.41486069560050964
18	1.3392021475192564	0.4202786386013031	1.302883409863286	0.4179566502571106
19	1.3398729385606276	0.42143961787223816	1.307177658420598	0.39938080310821533
20	1.3410180168624264	0.42182663083076477	1.30498529144854	0.39938080310821533
21	1.3386181880815111	0.41911765933036804	1.3027245204884201	0.4164086580276489
22	1.3370121374218826	0.42608359456062317	1.298725403130239	0.4241486191749573
23	1.3361363045571388	0.426857590675354	1.302008918195317	0.4164086580276489
24	1.3335515467375056	0.43188855051994324	1.296966927708487	0.42105263471603394
25	1.334505557644847	0.42995357513427734	1.3015289660946872	0.4241486191749573
26	1.3345054015286566	0.4241486191749573	1.3016386238783137	0.42105263471603394
27	1.3316489229261321	0.42956656217575073	1.2933964924915655	0.4287925660610199
28	1.33251831848924	0.4326625466346741	1.2986204192365287	0.42105263471603394
29	1.3366798967030764	0.42569658160209656	1.3081507701253743	0.4179566502571106
30	1.3389329648239325	0.42376160621643066	1.3046136725428672	0.41486069560050964
31	1.338283383809376	0.4226006269454956	1.3052325082637208	0.41486069560050964
32	1.338552100001474	0.42530959844589233	1.3055545065794198	0.41950464248657227
33	1.3465682508037555	0.41253870725631714	1.304558839222226	0.40247678756713867
34	1.3572944004100174	0.40208977460861206	1.3052927846140905	0.4117647111415863
35	1.3411583531382651	0.4164086580276489	1.3057877537635827	0.41486069560050964
36	1.3387267689217723	0.42376160621643066	1.3034320792915652	0.42569658160209656
37	1.351625827443858	0.42143961787223816	1.3202775299733638	0.38854488730430603
38	1.3391595931245077	0.4249226152896881	1.3001060570725715	0.4164086580276489
39	1.3373073228741579	0.42608359456062317	1.3034830399711066	0.41950464248657227
40	1.335490810981845	0.42530959844589233	1.298911632030003	0.4164086580276489
41	1.3346284897334804	0.4307275414466858	1.2993436154935383	0.41950464248657227
42	1.3349503138486076	0.43034055829048157	1.3003124496885128	0.42569658160209656
43	1.3334653093349822	0.4311145544052124	1.2978482058173733	0.42569658160209656
44	1.3338449418360234	0.4264705777168274	1.2968713443714768	0.42105263471603394
45	1.3358477926106644	0.41756966710090637	1.3502736899874896	0.42105263471603394
46	1.3521665759130896	0.41718265414237976	1.2939228627703876	0.4117647111415863
47	1.3315918331175767	0.42569658160209656	1.2973993865329045	0.42569658160209656
48	1.333523946649888	0.42763158679008484	1.3065133242415201	0.41950464248657227
49	1.3482704173669726	0.4226006269454956	1.2921867769199997	0.42105263471603394
